Column,lat,lng,label_place_of_publication,20,city,country,language,dates_of_reprints,date,time,date 3,cartodb_id,translator_s,title,publisher,number_of_printings_and_or_editions,sales_figures_if_known,link_to_cover,link_to_sound_file_of_title,notes,source__w__worldcat__it__index_translationum,X_column,Column 23
33,-33.41576712,-70.67001918,Santiago de Chile,Santiago de Chile,Santiago de Chile,Chile,Spanish,0,2000,01/01/2000 00:00,,32,Unknown,Jane Eyre,Zig-Zag,1,NA,,,"Possibly a reprint of S. Robles's 1989 translation. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix",OT (2013),NA,
455,40.42516551,-3.697994628,Madrid,Madrid,Madrid,Spain,Spanish,2016,2001,01/01/2001 00:00,,454,Alejandro Pareja Rodríguez,Jane Eyre,Edaf,3,NA,https://www.dropbox.com/s/1e4880ntrs3k0fa/2001_Pareja%20Rodr%C3%ADguez.jpg?dl=0,,"Later republished in Barcelona (2016). Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix",OT (2013),NA,
469,40.44214635,-3.797629818,Pozuelo de Alarcón,Pozuelo de Alarcón,Madrid ,Spain,Spanish,0,2007,01/01/2007 00:00,,469,Unknown,Jane Eyre,Rueda,1,NA,,,In two volumes,OT (2013),NA,
423,41.39146516,2.184223246,Barcelona,Barcelona,Barcelona,Spain,Spanish,"2010, 2011, 2015",2009,01/01/2009 00:00,,426,Toni Hill,Jane Eyre,Mondadori,4,NA,https://www.dropbox.com/s/cs6z3tjoundlx7e/2009_Hill.jpg?dl=0,,"2011 edition is with Debolsillos; 2015 with Penguin Clásicos. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix",OT (2013),NA,
450,42.59016886,-5.574962093,León,León,León,Spain,Spanish,0,2013,01/01/2013 00:00,,453,José Enrique Cubedo Fernández-Trapiella,Jane Eyre,Everest,1,NA,https://www.dropbox.com/s/pmi74mkil1x0188/2013_Cubedo%20Fern%C3%A1ndez-Trapiella.jpg?dl=0,,First León edition of the translation originally published in Madrid in 1991,OT (2013),NA,
416,41.51590533,2.126167591,Barberá del Vallés,Barberá del Vallés,Barcelona,Spain,Spanish,2016,2014,01/01/2014 00:00,,419,Benjamin Briggent,Jane Eyre,Plutón,2,NA,https://www.dropbox.com/s/gp1x6w0ci8dayrz/2014_Briggent.jpg?dl=0,,,OT (2013),NA,
451,40.42516551,-3.697994628,Madrid,Madrid,Madrid,Spain,Spanish,0,2014,01/01/2014 00:00,,418,Sara Torrico,Jane Eyre,Susaeta,1,NA,,,Abridgement for children. This Spanish version was later translated into Czech and published in Říčany (2018),OT (2013),NA,
440,41.39146516,2.184223246,Barcelona,Barcelona,Barcelona,Spain,Spanish,0,2016,01/01/2016 00:00,,443,Alejandro Pareja Rodríguez,Jane Eyre,Austral,3,NA,,,"First Barcelona edition of the translation originally published in Madrid in 2001. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix",OT (2013),NA,
441,41.39146516,2.184223246,Barcelona,Barcelona,Barcelona,Spain,Spanish,0,2016,01/01/2016 00:00,,444,Nuria González Esteban,Jane Eyre,Ediciones B,1,NA,https://www.dropbox.com/s/jfmgyhors9x7uqv/2016_Gonz%C3%A1lez%20Esteban.jpg?dl=0,,"Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix",OT (2013),NA,
479,59.28581619,18.02045345,Stockholm,Stockholm,Stockholm,Sweden,Swedish,0,1850,01/01/1850 00:00,,479,Unknown,Jane Eyre : en själf-biographie / Jane Eyre: An autobiography,Albert Bonniers förlag,1,NA,,,,WorldCat,NA,
481,59.85393212,17.64087672,Upsala,Upsala,Upsala,Sweden,Swedish,0,1855,01/01/1855 00:00,,481,Unknown,Jane Eyre: Sjelfbiografi / Jane Eyre: Autobiography ,,1,NA,,,,WorldCat,NA,
87,60.17727479,24.93676209,Helsinki,Helsinki,Helsinki,Finland,Swedish,"1957, 1989, 1992, 1996",1943,01/01/1943 00:00,,88,Ingegärd von Tell,Jane Eyre ,Söderströms Förlags Ab,10,NA,,,"Later republished in Stockholm, Sweden (1957)",,NA,
475,59.28581619,18.02045345,Stockholm,Stockholm,Stockholm,Sweden,Swedish,"1984, 1994, 1996, 2014",1957,01/01/1957 00:00,,474,Ingegärd von Tell,Jane Eyre,Natur och kultur,10,NA,https://www.dropbox.com/s/hgi0xphagii6tnv/1957%20Von%20Tell.jpg?dl=0,,"First Stockholm edition of the translation originally published in Helsinki, Finland in 1943",WorldCat / IT,NA,
474,59.28581619,18.02045345,Stockholm,Stockholm,Stockholm,Sweden,Swedish,"2000, 2005, 2007, 2009, 2011, 2013",1999,01/01/1999 00:00,,475,Gun-Britt Sundström,Jane Eyre ,Bonnierförlagen,6,NA,,,The 2000 edition is with Månpocket; 2005 is bund with a translation of Wuthering heights by Birgit Edlund,IT,NA,
472,59.28581619,18.02045345,Stockholm,Stockholm,Stockholm,Sweden,Swedish,0,2005,01/01/2005 00:00,,478,Unknown,Jane Eyre,LL-förlaget,1,NA,,,,IT,NA,
322,14.57832596,121.0404443,Mandaluyong,Mandaluyong,Mandaluyong,Philippines,Tagalog,0,1985,01/01/1985 00:00,,322,Unknown,Kapag bigo na ang lahat : hango sa Jane Eyre ni Charlotte Bronte / When Everything Fails: a Novel of Jane Eyre by Charlotte Brontë ,Cacho Hermanos,1,NA,,,,WorldCat,NA,
323,14.59773238,120.9833424,Metro Manila,Manila,Manila,Philippines,Tagalog,0,1992,01/01/1992 00:00,,323,Unknown,Kapag bigo na ang lahat / When Everything Fails ,Solar Pub. Corp.,1,NA,,,,WorldCat,NA,
492,38.56695977,68.77168025,Dushanbe,Dushanbe,Dushanbe,Tajikistan,Tajik,0,2010,01/01/2010 00:00,,492,Unknown,Jen Ėĭr: roman / Jane Eyre: Novel," TJB ""Istijbol",1,NA,,,In Cyrillic script,WorldCat,NA,
,8.72331543,77.7389984,Tirunelveli,Tirunelveli,Tirunelveli,India,Tamil,0,1953,01/01/1953 00:00,,,K. Appātturai,ஜேன் அயர் : உலகப் புகழ் பெற்ற நாவல் /  Jēn̲ Ayar : Ulakap pukal̲ per̲r̲a nāval / Jane Eyre: A World-Renowned Novel ,Tirunelvēlit Ten̲n̲intiya Cavacittānta Nūr̲patippuk Kal̲akam (South Indian Vegetarian Centenary Soceity of Tirunelvēli),,,,,Later expanded and republished in Chennai (2003),,,
166,13.067439,80.237617,Chennai,Chennai,Chennai,India,Tamil,0,2003,01/01/2003 00:00,,170,K. Appātturai,ஜேன் அயர் : உலகப் புகழ் பெற்ற நாவல் /  Jēn̲ Ayar : Ulakap pukal̲ per̲r̲a nāval / Jane Eyre: A World Renowned Novel ,Cāratā Māṇikkam Patippakam,1,NA,,,Expanded edition of the translation first published in Tirunelveli in 1953,WorldCat,NA,
497,13.75109198,100.5021891,Bangkok,Bangkok,Bangkok,Thailand,Thai,0,1993,01/01/1993 00:00,,497,Unknown,Rak dīeo khō̜ng Čhēn Čhirā / My Only Love ,Mưkčhīn,1,NA,,,,WorldCat,NA,
496,13.75109198,100.5021891,Bangkok,Bangkok,Bangkok,Thailand,Thai,0,2007,01/01/2007 00:00,,496,Sotsai Khatiwǭraphong,ความรักของเจน แอร์ / Khwāmrak khǭng /  Jane Eyre: Love Story,Phrǣo,1,NA,https://www.dropbox.com/s/ntlxmzn6sise5j9/2007%20Khatiw%C7%ADraphong.jpg?dl=0,,,WorldCat,NA,
495,13.75109198,100.5021891,Bangkok,Bangkok,Bangkok,Thailand,Thai,0,2009,01/01/2009 00:00,,495,ʻAnchasā Phatthawansō̜n; Clare West,เจน แอร์-- รักแท้ชั่วนิรันดร์ / Ghane ʻǣ-- rak thǣ chūaniran / Jane Eyre: Love Forever,Sīʻetyūkhēchan,1,NA,,,,WorldCat,NA,
494,13.75109198,100.5021891,Bangkok,Bangkok,Bangkok,Thailand,Thai,0,2013,01/01/2013 00:00,,494,Chanit Sāipradit,ความรักของเยน แอร์  / Khwām rak khō̜ng yēn ʻǣ / A Love Story ,Sǣngdāo,1,NA,,,,WorldCat,NA,
40,30.66010341,104.056107,Chengdu,Chengdu,Chengdu,China,Tibetan,0,2011,01/01/2011 00:00,,56,Sonam Lhundrub,Bumo Dreng Ar gyi mitse (Bu mo sgreng ar gyi mi tshe) / The Human Life of the Girl Jane Eyre,Sichuan Publishing House (Si khron dpe skrun tshogs pa),1,NA,https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20homework%202018-19/3%20Cover%20images/Tibetan?preview=2011+Sonam+Lhundrub.tiff,https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20homework%202018-19/4%20Sound%20files%20of%20title%20and%20author/Tibetan?preview=2011+Sonam+Lhundrub.m4a,"Abridged. The Tibetan translation was made on the basis of the abridged Chinese translation by Daming Li and Jing Li (2001). The book begins with the Tibetan text, followed by the Chinese text. Source: Researcher's copy (Ulrich Timme Kragh)",Researcher's copy (Ulrich Timme Kragh),NA,
502,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,"1946, 1955, 1962",1945,01/01/1945 00:00,,498,Saffet Orgun,Jane Eyre,Türkiye Yayınevi,4,NA,,,,National Library of Turkey,NA,
503,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,1946,01/01/1946 00:00,,499,Fahrünnisa Seden,Jane Eyre,Pulhan Matbaası,1,NA,,,Abridged: translated from A. Sweaney's 1937 re-telling for children,,NA,
504,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,"1957, 1961, 1966, 1972, 1995",1954,01/01/1954 00:00,,500,Tahsin Yücel,Jane Eyre,Varlık Yayınevi,6,NA,,,,National Library of Turkey,NA,
505,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,1962,01/01/1962 00:00,,501,Eser Tutel,Jane Eyre,Altın Kitaplar,1,NA,,,,National Library of Turkey,NA,
506,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,"1969, 1971, 1975, 1985, 1990, 2007, 2008",1968,01/01/1968 00:00,,502,Nihal Yeğinobalı,Jane Eyre,Hayat Yayınları,8,NA,,,,National Library of Turkey,NA,
507,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,1970,01/01/1970 00:00,,503,Ömer M. Karacık,Jane Eyre,İnkılâp ve Aka Yayınevi,1,NA,,,,National Library of Turkey,NA,
508,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,1974,1973,01/01/1973 00:00,,504,Leyla Moralı,Jane Eyre,İnkılâp ve Aka Yayınevi,2,NA,,,,National Library of Turkey,NA,
509,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,1981,1974,01/01/1974 00:00,,505,Filiz Borak,Jane Eyre,İnkılâp ve Aka Yayınevi,2,NA,,,Gençler İçin Uygulanmış' ('Revised for Youth'),National Library of Turkey,NA,
510,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,1976,01/01/1976 00:00,,506,Emel Ulutaş,Jane Eyre,Oymaktaş Yayınları,1,NA,,,,National Library of Turkey,NA,
511,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,1981,01/01/1981 00:00,,507,Deniz Oral,Jane Eyre,Çağdaş Yayıncılık,1,NA,,,,National Library of Turkey,NA,
512,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,1986,01/01/1986 00:00,,508,Suna Güler Asımgil,Jane Eyre,Ülkü Yayınevi,1,NA,,,,National Library of Turkey,NA,
513,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,1994,01/01/1994 00:00,,509,Zafer Yurt,Jane Eyre,Nurdan Yayınları,1,NA,,,"Abridged, in 'Children's Classics' series",National Library of Turkey,NA,
514,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,1995,01/01/1995 00:00,,510,Bekir Balcı,Jane Eyre,Morpa Kültür Yayınları,1,NA,,,Author listed as 'Carlotte Bronte',National Library of Turkey,NA,
515,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,"1999, 2001, 2011",1997,01/01/1997 00:00,,511,Hüseyin Yumrukçal,Jane Eyre,Remzi Kitabevi,4,NA,,,"Abridged, in 'Children's Classics' series",National Library of Turkey,NA,
501,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,"2011, 2016",2002,01/01/2002 00:00,,512,Nurten Tunç,Jane Eyre,Oda Yayınları,3,NA,,,,National Library of Turkey,NA,
533,38.4234594,27.13858462,Izmir,Izmir,Izmir,Turkey,Turkish,2005,2002,01/01/2002 00:00,,533,Tahsin Yıldırım,Jane Eyre,Gonca Yayınları,1,NA,,,,National Library of Turkey,NA,
518,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,"2004, 2010",2003,01/01/2003 00:00,,515,Celâl Oğuz,Jane Eyre,Gizem Çocuk Yayınları,1,NA,,,"Abridged, in 'Children's Classics' series",National Library of Turkey,NA,
519,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,"2008, 2009, 2011, 2013",2003,01/01/2003 00:00,,516,Cevat Ulkut,Jane Eyre,Morpa Kültür Yayınları,1,NA,,,,National Library of Turkey,NA,
517,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2003,01/01/2003 00:00,,514,Çiğdem Özmen,Jane Eyre,Timaş Yayınları,5,NA,,,,National Library of Turkey,NA,
516,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2003,01/01/2003 00:00,,513,Öner Kemal,Jane Eyre,İnkılap Yayınları,3,NA,,,Gençler İçin' ('For Young People'),National Library of Turkey,NA,
520,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,"2007, 2013",2004,01/01/2004 00:00,,517,Ayşe Düzkan,Jane Eyre,Bordo Siyah Yayınevi,3,NA,,,Subtitled 'Aristokrasiye Yenilmeyen Aşk' (The love that survived against the aristocracy),National Library of Turkey,NA,
521,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2004,01/01/2004 00:00,,518,Didem Koçak,Jane Eyre,İlya Yayınevi,1,NA,,,"Published in two slim volumes. Source: Mehmet Tahir Öncü, Türkçe Çeviriler Bibliyografyası ('Bibliography of Turkish Translation') (2017), p. 211","Türkçe Çeviriler Bibliyografyası (Bibliography of Turkish Translation), Mehmet Tahir Öncü, p. 211",NA,
498,39.96388053,32.85256515,Ankara,Ankara,Ankara,Turkey,Turkish,0,2005,01/01/2005 00:00,,519,Esra Özkan,Jane Eyre ,Ankara Yıldırım Dağıtım,1,NA,,,Abridged,National Library of Turkey,NA,
522,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2006,01/01/2006 00:00,,520,Gülhan Küçükturgay,Jane Eyre,Buhan Yayıncılık,1,NA,,,Abridged and illustrated,National Library of Turkey,NA,
523,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,2009,2007,01/01/2007 00:00,,521,Cemal Telci,Jane Eyre,Sīmge Yayıncılık,2,NA,,,,National Library of Turkey,NA,
499,39.96388053,32.85256515,Ankara,Ankara,Ankara,Turkey,Turkish,0,2008,01/01/2008 00:00,,522,Sevgi Alişarlı,Jane Eyre,Kılavuz Yayıncılık,1,NA,,,Abridged,National Library of Turkey,NA,
524,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,2011,2010,01/01/2010 00:00,,523,Ceren Taştan,Jane Eyre: Yıllar Sonra Gelen Mutluluk / Jane Eyre: Happiness Coming After Many Years,Martı Yayıncılık,2,NA,,,Subtitled 'Yıllar Sonra Gelen Mutluluk' (The happiness that arrived after many years),National Library of Turkey,NA,
525,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2010,01/01/2010 00:00,,524,Edibe Atar,Jane Eyre,Bahar Yayınevi,1,NA,,,Marketed as a 'comprehensive summary',National Library of Turkey,NA,Wasn't able to find this in Ortega list
526,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2011,01/01/2011 00:00,,525,Mesut Yıldırım,Jane Eyre,Bahar Yayınevi,1,NA,,,Abridged,National Library of Turkey,NA,
527,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2013,01/01/2013 00:00,,526,F. Deniz Abamor,Jane Eyre,Gendaş Yayınevi,1,NA,,,Probably abridged,National Library of Turkey,NA,
528,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2014,01/01/2014 00:00,,527,M. Ali Ayyıldız,Jane Eyre,Gugukkuşu Yayınları,1,NA,,,Abridged and illustrated,National Library of Turkey,NA,
500,39.96388053,32.85256515,Ankara,Ankara,Ankara,Turkey,Turkish,0,2015,01/01/2015 00:00,,528,Göksu Birol,Jane Eyre,Yason Yayınları,1,NA,,,,National Library of Turkey,NA,
529,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2016,01/01/2016 00:00,,529,Nilgün Erzik,Jane Eyre,Epsilon Yayınevi,1,NA,,,Abridged,National Library of Turkey,NA,
532,41.02279391,28.9842737,İstanbul,İstanbul,İstanbul,Turkey,Turkish,0,2016,01/01/2016 00:00,,530,Sibel Alaş,Jane Eyre,Büyülü Fener Yayıncılık,1,NA,,,Abridged 'Children's Classics',National Library of Turkey,NA,
531,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2017,01/01/2017 00:00,,532,Arzu Altınanıt,Jane Eyre,Yabancı Yayınları,1,NA,,,,National Library of Turkey,NA,
530,41.02279391,28.9842737,Istanbul,Istanbul,Istanbul,Turkey,Turkish,0,2017,01/01/2017 00:00,,531,Mustafa Baştürk,Jane Eyre,Gece Kitaplığı,1,NA,,,Subtitled 'Gözlerimi yaklaşan sonuma dikip huzur içinde yaşıyorum' ('I look at my impending doom and live peacefully'),Amazon,NA,
541,49.83156632,24.02905319,Lʹviv,Lʹviv,Lʹviv,Ukraine,Ukrainian,0,1939,01/01/1939 00:00,,541,Ol'ga Slìpa; Mihajlo Rudnic'kij,Ìdealìstka : povìst' u 2 tomah / The Idealist: a novel in two parts ,Dilo,1,NA,,,Translated from 'Old Nick''s 1849 French version,WorldCat,NA,
538,50.46574911,30.52768781,Kiev,Kiev,Kiev,Ukraine,Ukrainian,"1984, 1987, 1999",1983,01/01/1983 00:00,,537,Petro Sokolovsʹkyĭ,Džen Ejr,Višča škola,5,NA,,,Pre-school version; 1987 edition is with Dnipr; 1999 with Osnovy'. Later republished in Kharkiv (2004),IT,NA,
540,50.46574911,30.52768781,Kiev,Kiev,Kiev,Ukraine,Ukrainian,0,1995,01/01/1995 00:00,,540,Unknown,Dz︠h︡eĭn Eĭr,BMP 'Borisfen',1,NA,,,,WorldCat,NA,
534,49.986195,36.24989914,Kharkiv ,Kharkiv ,Kharkiv ,Ukraine,Ukrainian,0,2004,01/01/2004 00:00,,536,Petro Sokolovsʹkyĭ,Dz︠h︡eĭn Eĭr : roman,Folio,5,NA,,,First Kharkiv edition of the translation originally published in Kiev in 1983,WorldCat,NA,
,31.53078926,74.35095346,Lahore,Lahore,Lahore,Pakistan,Urdu,0,1975,01/01/1975 00:00,,,"Saifuddīn Hassām [also romanized Saif-ud-din Hussam, Saifuddin Hassam, Saifuddin Hussam] (سیف الدین حسام) ",جین آئر/ Jane Eyre,Maktabah-e-Shakar,,,,,Source: Jay Dillon Rare Books + Manuscripts,,,
,24.91810769,67.08222051,Karachi,Karachi,Karachi,Pakistan,Urdu,0,2020,01/01/2020 00:00,,,Aurang Zeb Qasmi,جین آئر/ Jane Eyre  ,City Book Point (Muhammad Asad),,,,,Source: Jay Dillon Rare Books + Manuscripts,,,
,32.94124923,73.72502149,Jhelum,Jhelum,Jhelum,Pakistan,Urdu,0,2021,01/01/2021 00:00,,,"Saifuddīn Hassām [also romanized Saif-ud-din Hussam, Saifuddin Hassam, Saifuddin Hussam] (سیف الدین حسام) ",جین آئر/ Jane Eyre,"Book Corner (Amar Shahid),",,,,,This translation was first published in Lahore in 1975.  Source: Jay Dillon Rare Books + Manuscripts,,,
546,10.74767517,106.6282043,Chợlơn,Chợlơn,Chợlơn,Vietnam,Vietnamese,0,1963,01/01/1963 00:00,,546,Unknown,Kiè̂u giang; tiẻ̂u thuyè̂t phóng tác nguyẽ̂n bản của Charlotte Bronti / True Love: Charlotte Brontë's original version,Khải minh,1,NA,,,,WorldCat,NA,
550,10.8159848,106.6465714,Saigon,Saigon,Saigon,Vietnam,Vietnamese,0,1971,01/01/1971 00:00,,550,Unknown,Kieu giang / Jane Eyre ,Chieu Duong,1,NA,,,,WorldCat,NA,
543,35.35331822,-94.3717179,Fort Smith,Fort Smith,Fort Smith,USA,Vietnamese,0,1979,01/01/1979 00:00,,545,Hải Thủy Hoàng,"Kiè̂u Giang : nguyên bản, Jane Eyre / Jiane Eyre, original, Jane Eyre  ",Só̂ng Mới,1,NA,,,,WorldCat,NA,
547,21.02767385,105.828416,Hà Nội,Hà Nội,Hà Nội,Vietnam,Vietnamese,0,2006,01/01/2006 00:00,,547,"Liên Thảo Bùi, Thị Hợp Nguyễn and Thu Hà Vũ",Jane Eyre : tiểu thuyết / Jane Eyre: a novel ,Văn hóa thông tin,1,NA,,,,WorldCat,NA,
548,21.02767385,105.828416,Hà Nội,Hà Nội,Hà Nội,Vietnam,Vietnamese,0,2010,01/01/2010 00:00,,548,Anh Kim Trần; Đức Nam Nguyễn,Jên Erơ,Văn Học,1,NA,https://www.dropbox.com/s/ebiiqslezije27h/2010%20Tr%E1%BA%A7n%20and%20Nguy%E1%BB%85n.jpg?dl=0,,,WorldCat,NA,
549,21.02767385,105.828416,Hà Nội ,Hà Nội ,Hà Nội ,Vietnam,Vietnamese,0,2016,01/01/2016 00:00,,549,Y Thư Trịnh,Jane Eyre,Nhà Xuất Bản Văn Học,1,NA,,,Includes F.H.Townsend's illustrations,WorldCat,NA,
,56.46320176,-2.9757617,Dundee,Dundee,Dundee,Scotland,West Frisian,0,2020,01/01/2020 00:00,,,Jant Van Der Weg-Laverman,Jane Eyre,Evertype,1,,,,With illustrations by Edmund H. Garrett and E. M. Wimperis,WorldCat,,
